,Contrarian,Earning Momentum,Earnings Quality,Financial Quality,Growth,Information Certainty,Information Uncertainty,Investment,Large Cap,Leverage,Market Interest,Momentum,Short Duration,Stagnation,Value,Return,SD,Sharpe,MinReturn,MaxReturn,UpsideFrequency,UpCapture,DownCapture,UpNumber,DownNumber,UpPercent,DownPercent,AverageDrawdown.Factor,maxDrawdown,TrackingError,PainIndex.Factor,AverageLength.Factor,AverageRecovery.Factor,CDD,VaR.Factor,CVaR.Factor,Alpha,Beta,Beta.Bull,Beta.Bear,Value,Dividend,Momentum,Liquidity,Leverage,Size,Investment,Information.Uncertainty,Growth,Financial.Quality,Earnings.Quality,Earning.Momentum,Contrarian,Bankruptcy.Score,Cyclical.Consumer.Goods...Services,Financials,Utilities,Consumer.Non.Cyclicals,Technology,Healthcare,Industrials,Energy,Basic.Materials,Real.Estate,Academic...Educational.Services
2179,0,0.25,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0.101708618,0.128108916,0.793923021,-0.2686,0.1267,0.723684211,1.068446582,0.940019609,0.981481481,0.909090909,0.555555556,0.681818182,0.06710955,0.395302736,0.04764287,0.046343755,3.615384615,2.153846154,0.121031562,-0.096831743,-0.182029597,0.003625361,0.995404089,0.905759725,1.053891118,0.027458026,-0.319351293,0.211826933,-0.237936134,-0.334465219,0.60320526,0.236323395,-0.022662894,0.253080897,0.158319596,0.254462989,0.507929247,-0.147908053,-0.454455457,0.141538462,0.093589744,0,0.082307692,0.245384615,0.226410256,0.097179487,0.070769231,0.011025641,0.002307692,0
2349,0,0.5,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.090869179,0.140507343,0.646721922,-0.2845,0.1364,0.671052632,1.102652564,1.171039271,0.925925926,0.954545455,0.574074074,0.318181818,0.079079741,0.395322547,0.06309216,0.054016384,4.153846154,2.461538462,0.148561579,-0.109457921,-0.187058287,0.000143752,1.053162714,0.871827609,0.942085259,0.012360228,-0.475720374,0.293759822,-0.004100812,-0.256410051,0.127972303,0.34704242,-0.024774105,0.252889683,0.115136415,0.228507558,0.828686561,-0.205310027,-0.409816431,0.183076923,0.017692308,0.001794872,0.061025641,0.265897436,0.212564103,0.154358974,0.047179487,0.028717949,0.004358974,0
664,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0.109218204,0.13315268,0.820247882,-0.2012,0.1596,0.736842105,1.109929351,0.920345233,0.962962963,0.818181818,0.62962963,0.590909091,0.081751382,0.395338011,0.060214385,0.042779277,3.833333333,2.166666667,0.179609036,-0.096471136,-0.148586153,0.005530229,0.994499388,0.884857408,1.028061857,0.152083662,0.423969899,-0.097880447,-0.154520336,0.080824686,0.028833684,-0.02091576,-0.303756729,-0.017119694,-0.023874831,0.023049539,-0.047558604,0.071610922,0.027405066,0.148461538,0.153076923,0.081025641,0.146410256,0.085128205,0.093846154,0.201025641,0.004358974,0.04,0.005897436,0
1474,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.109721431,0.130860226,0.8384628,-0.2506,0.1725,0.684210526,1.11575837,0.931987263,0.925925926,0.909090909,0.537037037,0.681818182,0.069262391,0.395397213,0.05407964,0.046141765,3.846153846,2.153846154,0.122020476,-0.093590569,-0.167186178,0.005509326,0.997533005,0.912741864,0.983302538,-0.032406096,-0.214333373,0.442573626,-0.166070864,-0.15234303,0.824196616,0.378113294,-0.018762062,0.245024376,0.071370216,0.358192134,0.421562498,-0.294757434,-0.415237006,0.153333333,0.017435897,0.007179487,0.104358974,0.288717949,0.215897436,0.088974359,0.080769231,0.025897436,0.003846154,0
302,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0.25,0,0.157247922,0.161746586,0.972186958,-0.2371,0.2136,0.75,1.437367054,0.9545295,0.981481481,0.818181818,0.703703704,0.454545455,0.077690748,0.395487035,0.087107293,0.035090619,3.071428571,1.714285714,0.102380687,-0.099218895,-0.156378296,0.013894482,1.151484965,1.132894678,0.98484924,-0.122249619,-0.067618952,0.420821105,0.189976824,0.007836822,0.021236144,0.384977754,0.029428143,-0.111381065,-0.007132276,-0.028420434,0.213108969,-0.217560274,-0.049956322,0.14,0.001794872,0.032051282,0.064615385,0.339487179,0.130769231,0.09974359,0.062051282,0.064871795,0.050769231,0
2976,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.116227374,0.175095722,0.66379334,-0.2474,0.2873,0.631578947,1.30059288,1.1960369,0.851851852,0.909090909,0.62962963,0.363636364,0.08799215,0.395502306,0.099953892,0.043055471,3.5625,1.8125,0.187662149,-0.117710589,-0.186271733,0.003279657,1.227144277,1.278290872,1.088513565,0.065035871,0.410584284,-0.630065092,0.120585074,0.00415812,-0.012066832,0.352368687,0.022441547,-0.153730609,-0.008751386,-0.037527149,-0.329528076,0.39122329,-0.03191817,0.128974359,0.004615385,0.067179487,0.074615385,0.263589744,0.150769231,0.093076923,0.083333333,0.052307692,0.04025641,0.00025641
1518,0,0,0.25,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0.109151374,0.124242797,0.878532814,-0.2628,0.1493,0.736842105,1.056899886,0.801970376,0.962962963,0.818181818,0.574074074,0.681818182,0.068054203,0.395540965,0.051488497,0.042490728,3.75,2.083333333,0.072411435,-0.090679449,-0.181177646,0.00635272,0.947859011,0.851365044,1.109156622,0.013442149,0.108472451,0.096101709,-0.247576655,-0.069759666,0.359976481,0.20618568,0.18165068,0.098818712,0.0303267,0.252300908,0.151639537,-0.070570847,-0.327683616,0.092051282,0.031025641,0.032564103,0.111282051,0.201538462,0.16,0.098461538,0.148205128,0.045128205,0.053076923,0
1719,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0.120757388,0.134426142,0.89831774,-0.2364,0.1653,0.723684211,1.175663237,0.906798687,0.962962963,0.863636364,0.666666667,0.5,0.062694204,0.395635261,0.05345398,0.03291046,3.2,1.733333333,0.074618769,-0.092493654,-0.154302397,0.007355656,1.032722921,1.033062613,0.988650332,0.02066226,-0.144955448,0.082508249,-0.076493043,-0.343360618,0.126857451,0.184921908,0.002766581,0.099410133,0.1661593,0.254223074,0.162415351,-0.053071733,-0.596869769,0.138717949,0.091282051,0,0.094615385,0.274358974,0.179487179,0.133846154,0.034358974,0.021538462,0.007435897,0.001025641
2632,0.25,0,0,0,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0.108455218,0.141054275,0.768889977,-0.2564,0.1568,0.710526316,1.162361321,1.047110888,0.944444444,0.863636364,0.62962963,0.545454545,0.085973848,0.395879868,0.065862788,0.050483166,3.769230769,2,0.145843058,-0.104943514,-0.166604277,0.004450666,1.04579671,0.924149608,0.953613373,0.012317509,-0.540118027,0.332564125,0.126199889,-0.250312336,0.102291207,0.516213199,-0.033577263,0.390082979,0.105341186,0.296215372,0.415467837,-0.244671543,-0.438968651,0.157179487,0.008974359,0.005384615,0.058974359,0.325128205,0.218717949,0.106923077,0.061282051,0.037948718,0.013333333,0
1727,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0.109602679,0.13681649,0.801092608,-0.2438,0.1479,0.697368421,1.159661603,1.033692935,0.944444444,0.909090909,0.62962963,0.454545455,0.067838714,0.395919326,0.052155889,0.03756981,3.333333333,1.733333333,0.116992254,-0.099268834,-0.155974215,0.004202533,1.060466602,1.001390416,0.984388545,0.036010932,-0.424739236,0.109128144,-0.077391297,-0.366718907,0.134912243,0.23204752,-0.149328592,0.26173948,0.182317612,0.329514387,0.228825947,-0.098398597,-0.682212935,0.153076923,0.077435897,0,0.08974359,0.252820513,0.221794872,0.137435897,0.023076923,0.018717949,0.001538462,0
2392,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.136257411,0.147875996,0.921430214,-0.2135,0.2152,0.710526316,1.250404879,0.828998651,0.907407407,0.772727273,0.611111111,0.636363636,0.083082108,0.395932054,0.075816105,0.037922938,3.666666667,1.75,0.163425094,-0.095614423,-0.152805464,0.010614634,1.065325164,1.14662579,1.053350454,0.199795669,0.358835962,0.00433748,0.034507378,0.109631788,-0.010785581,-0.017217258,0.019397334,-0.162655987,-0.045684858,-0.071340137,-0.008299698,0.060123653,0.075882567,0.215641026,0.141794872,0.084102564,0.080512821,0.113846154,0.058461538,0.149230769,0.041282051,0.078461538,0.006666667,0.001025641
152,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.5,0,0,0.099248507,0.11683831,0.849451749,-0.1466,0.1619,0.736842105,0.992820908,0.813155755,0.944444444,0.772727273,0.518518519,0.636363636,0.079323966,0.395980913,0.048765056,0.050353682,4.3,2.8,0.13348272,-0.080772718,-0.118959281,0.004969457,0.894996079,0.87150262,0.882664481,0.005365624,0.682531325,-0.038461854,-0.397468162,0.087844448,0.857966522,-0.038246903,0.003143816,-0.071786026,-0.019968488,0.029500523,-0.075690082,0.065411504,-0.012068761,0.051538462,0.252564103,0.033333333,0.187435897,0.092051282,0.146923077,0.125897436,0.045384615,0.016923077,0.019487179,0
2147,0,0.25,0,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0.094695822,0.12655776,0.748241924,-0.2607,0.1347,0.684210526,1.023420755,0.939266274,0.925925926,0.909090909,0.518518519,0.5,0.070557479,0.396031997,0.048909138,0.050601828,4,2.333333333,0.107980121,-0.096369949,-0.175157556,0.002330196,0.977492579,0.879794927,1.065165043,0.05357266,-0.115096861,0.199270649,-0.279394664,-0.247334428,0.297704497,0.047785195,0.155842711,0.152771205,0.112091266,0.134068781,0.538161086,-0.122154353,-0.347364956,0.13025641,0.172820513,0.007179487,0.075897436,0.152820513,0.130769231,0.137692308,0.100769231,0.032051282,0.022820513,0
1844,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.096923014,0.127735042,0.758781707,-0.2243,0.1857,0.723684211,1.02212995,0.900980672,0.944444444,0.818181818,0.537037037,0.636363636,0.086587303,0.396127557,0.05573162,0.056591725,4.6,2.7,0.169512777,-0.091350999,-0.161875233,0.003184831,0.963243877,0.918226006,1.012770677,0.175142199,0.546037377,0.041815602,-0.324390042,0.063589635,0.301788982,-0.034375791,0.010367843,0.014027441,-0.012770066,0.026847798,0.361727452,-0.001452793,-0.009048834,0.109487179,0.21,0.087948718,0.129487179,0.07974359,0.088205128,0.171794872,0.044871795,0.040512821,0.005641026,0
289,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0.25,0,0.105127856,0.121091597,0.86816805,-0.1989,0.137,0.75,1.054908593,0.870385619,0.981481481,0.818181818,0.592592593,0.545454545,0.075029562,0.396142954,0.032911569,0.037650727,3.727272727,2.181818182,0.086138851,-0.085379006,-0.133556761,0.004618807,0.975105565,0.988022421,0.999011721,-0.058903942,0.282161688,0.046639745,-0.305769008,0.024174051,1.03807042,0.153076666,0.001733895,-0.080674592,-0.006146436,0.058256113,0.081124108,0.009588103,-0.076514061,0.144871795,0.048461538,0.031282051,0.136666667,0.218205128,0.157179487,0.104615385,0.083846154,0.034102564,0.015641026,0
1799,0,0,0.5,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.111192243,0.131809067,0.843585687,-0.2519,0.165,0.697368421,1.125890259,0.932026128,0.944444444,0.909090909,0.62962963,0.545454545,0.064478575,0.396143826,0.054129042,0.042799715,3.2,1.666666667,0.11618809,-0.095963308,-0.166916204,0.005697597,1.006042608,0.904659521,1.022021279,0.007485749,-0.460185174,0.418844833,-0.02877934,-0.272514107,0.171348323,0.234089587,-0.022758329,0.297628674,0.132488717,0.428297025,0.388394455,-0.297769421,-0.659744794,0.166153846,0.053589744,0,0.104102564,0.254102564,0.19025641,0.113589744,0.071025641,0.036666667,0.002051282,0
1215,0,0,0,0.25,0,0.5,0,0,0,0,0,0.25,0,0,0,0.112446258,0.124339253,0.904350437,-0.227,0.1437,0.697368421,1.106444799,0.880017314,0.944444444,0.909090909,0.611111111,0.545454545,0.067886651,0.396154018,0.047668774,0.048039651,3.615384615,2.153846154,0.108031697,-0.088459953,-0.145454976,0.006765958,0.961722253,0.861545279,0.943044226,-0.014807811,-0.370329242,0.34693878,-0.140129418,-0.206860619,0.066760592,0.119258099,-0.28466404,0.196664283,0.091836897,0.161321385,0.348586525,-0.208463091,-0.287697563,0.157692308,0.084102564,0.008717949,0.106410256,0.168974359,0.235128205,0.172820513,0.008974359,0.031282051,0.005128205,0
2201,0,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0.125126379,0.135223299,0.925331505,-0.216,0.1724,0.763157895,1.180935564,0.851111359,0.962962963,0.727272727,0.611111111,0.590909091,0.092802901,0.396170065,0.054784349,0.035328833,4.555555556,2.555555556,0.161121238,-0.091570134,-0.147953712,0.008329459,1.035155828,1.041093407,1.08481641,-0.107916433,0.198149231,0.144544593,-0.100031607,0.447310662,0.071563837,0.027527437,-0.009401669,-0.105013426,-0.192425205,0.076639532,0.402990387,-0.050030175,0.134814845,0.181025641,0.036923077,0.066153846,0.177692308,0.117435897,0.077179487,0.153333333,0.027435897,0.074358974,0.054615385,0
1999,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.092273115,0.114071535,0.808905701,-0.2111,0.1276,0.684210526,0.949474854,0.815973504,0.925925926,0.909090909,0.444444444,0.454545455,0.076377773,0.396221099,0.054955345,0.055506142,4.363636364,2.636363636,0.093996621,-0.083248436,-0.135320748,0.004308268,0.850550944,0.780597843,0.800886004,-0.05958475,-0.177094784,0.447023917,-0.294873892,-0.018292397,0.203945419,0.06465297,-0.1742923,0.157038091,0.013306252,0.135125951,0.642988325,-0.254454339,-0.127948229,0.145384615,0.105641026,0.049487179,0.129487179,0.130512821,0.174358974,0.177179487,0.011282051,0.033076923,0.018461538,0
1848,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0.101430092,0.121825029,0.832588281,-0.2419,0.1518,0.710526316,1.02463665,0.847427737,0.944444444,0.863636364,0.5,0.545454545,0.064225455,0.396296566,0.052365043,0.047205919,3.461538462,1.923076923,0.086364827,-0.08844333,-0.162583757,0.004997714,0.924050259,0.847204065,0.954783082,-0.096100362,0.062361833,0.423127071,-0.268596011,0.056174429,0.219452139,0.018871462,-0.020215975,-0.016160022,-0.020636978,0.031256897,0.555665939,-0.211336328,0.004010608,0.14,0.103846154,0.058205128,0.132564103,0.126666667,0.110512821,0.16025641,0.040769231,0.049230769,0.051794872,0
1731,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.13414989,0.13708275,0.978605186,-0.2194,0.1912,0.723684211,1.23099796,0.836611989,0.925925926,0.772727273,0.703703704,0.636363636,0.067692277,0.396322008,0.057290441,0.030149516,3.384615385,1.538461538,0.097539749,-0.089533274,-0.146014432,0.010282754,1.042926138,1.036110502,1.066335673,0.079534406,0.094766742,0.009911261,-0.016772303,0.001892033,0.095562005,0.091165791,-0.01276203,-0.015223252,0.003677094,0.269334483,0.103824701,0.000153099,-0.279593104,0.214102564,0.049487179,0.01,0.136410256,0.191282051,0.102564103,0.153333333,0.059230769,0.05974359,0.003846154,0.001025641
1386,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.104549809,0.145199251,0.720043718,-0.2562,0.1954,0.736842105,1.104757407,0.951549311,0.944444444,0.772727273,0.574074074,0.636363636,0.097584129,0.396376748,0.068792104,0.044465497,4.454545455,2.545454545,0.176222281,-0.104416476,-0.18134095,0.003005938,1.073822788,1.164914024,1.137730131,0.354487463,0.30185424,-0.076664293,-0.182615205,-0.080848225,0.192176436,0.048578569,0.024456231,0.100676966,0.036359074,0.115076758,-0.052004054,0.023767612,-0.139798729,0.157435897,0.204871795,0.056923077,0.06025641,0.102051282,0.070512821,0.123589744,0.126153846,0.056410256,0.004102564,0
1767,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.139335031,0.138786256,1.003954102,-0.2241,0.2073,0.723684211,1.261686533,0.83248874,0.962962963,0.863636364,0.703703704,0.5,0.061874628,0.396483301,0.060918584,0.028106541,2.866666667,1.4,0.079034098,-0.086946976,-0.150429142,0.011486335,1.044403756,1.056404991,1.002075321,-0.05119419,0.009490736,0.082346113,0.002094214,0.028675982,0.085217961,0.086194262,0.141092222,-0.032075469,-0.006173709,0.269191618,0.138813776,-0.043317166,-0.267571487,0.181282051,0.054358974,0.008205128,0.136153846,0.211282051,0.106410256,0.121025641,0.077692308,0.05,0.035128205,0.001025641
1074,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0.115590898,0.122859691,0.940836634,-0.1985,0.1395,0.75,1.104233955,0.829701708,0.981481481,0.818181818,0.611111111,0.727272727,0.067017181,0.396517173,0.039892502,0.033859414,3.333333333,1.916666667,0.096274157,-0.083860065,-0.131680727,0.007179757,0.972382741,0.981913553,0.969758648,-0.106554892,0.306809949,0.047237178,-0.286459489,0.223553759,0.683465729,0.032264189,-0.00086739,-0.142301183,-0.083984197,0.043113691,0.060482305,0.018522154,-0.007376463,0.154615385,0.11,0.035897436,0.192820513,0.143589744,0.126666667,0.111282051,0.047692308,0.034615385,0.026153846,0
628,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0.25,0,0,0.099507866,0.118902459,0.836886521,-0.173,0.1713,0.763157895,0.984326339,0.782064236,0.962962963,0.727272727,0.5,0.727272727,0.095692539,0.396562624,0.056821855,0.051977696,5,3,0.224335642,-0.083427515,-0.138031642,0.005396965,0.882614018,0.854773401,0.901462591,0.013306022,0.738163457,-0.032132377,-0.377337458,0.113713163,0.376402759,-0.061216872,0.011744729,-0.072174887,-0.033444007,-0.002101506,-0.0712293,0.061548935,0.045412361,0.056666667,0.259230769,0.076410256,0.184615385,0.065897436,0.112564103,0.124615385,0.032307692,0.026923077,0.025384615,0
728,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.5,0,0.142847609,0.147432509,0.968901703,-0.2542,0.2129,0.736842105,1.293539101,0.837756361,0.962962963,0.818181818,0.703703704,0.454545455,0.069685753,0.396592468,0.074130012,0.028723676,3.142857143,1.714285714,0.105875741,-0.095515409,-0.171117544,0.012045731,1.069277834,1.019707724,1.115825731,-0.094214137,-0.06204575,0.410430515,0.057380169,0.125736224,0.023785503,0.012847326,0.003413141,-0.059181405,-0.051788323,0.008738972,0.269206356,-0.20721219,0.079720179,0.198974359,0.066153846,0.034871795,0.111282051,0.175128205,0.094615385,0.136923077,0.046410256,0.078461538,0.038205128,0
1031,0,0,0,0.25,0,0,0,0,0,0,0.25,0.5,0,0,0,0.094849032,0.122037444,0.777212539,-0.2291,0.1556,0.671052632,1.005887809,0.904207995,0.925925926,0.954545455,0.462962963,0.590909091,0.064654645,0.396652887,0.054078921,0.051705177,3.642857143,2,0.07761124,-0.087973591,-0.152165089,0.003535748,0.919703223,0.890996709,0.815059049,-0.032007435,-0.308683265,0.593195304,-0.247549705,-0.218676351,0.261926074,0.078624717,-0.020192828,0.216111,0.098651397,0.174503932,0.408702799,-0.358872253,-0.325481744,0.154871795,0.143589744,0.012307692,0.099487179,0.180512821,0.160769231,0.134358974,0.057948718,0.024615385,0.015128205,0
934,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.11624891,0.13550363,0.857902552,-0.2418,0.1436,0.723684211,1.19038373,1.011122781,0.962962963,0.863636364,0.703703704,0.5,0.077966573,0.396675742,0.054211275,0.037564188,3.461538462,1.769230769,0.129853425,-0.098214124,-0.152252789,0.00619201,1.040208854,0.860874555,1.001627964,0.022987983,-0.448062455,0.17806373,-0.055315612,-0.168586841,0.036714568,0.136342243,-0.267985184,0.328592552,0.070922645,0.225746771,0.356131598,-0.156595108,-0.264922833,0.184871795,0.061538462,0.02025641,0.101794872,0.171794872,0.204358974,0.179230769,0.013076923,0.034871795,0.007179487,0
2363,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0.092771649,0.128285651,0.723164656,-0.2299,0.1269,0.671052632,1.026365182,0.976258017,0.907407407,0.909090909,0.518518519,0.409090909,0.075779167,0.396682341,0.058192808,0.058863188,3.785714286,2.214285714,0.124228013,-0.095537078,-0.146034795,0.002336595,0.958574685,0.89391381,0.867755264,-0.03678058,-0.367968745,0.298802777,-0.11746443,-0.121677362,0.102805632,0.165240114,-0.16931985,0.233977059,0.054910024,0.273883391,0.840060767,-0.203718794,-0.344987568,0.186666667,0.043076923,0.004102564,0.127179487,0.184102564,0.194871795,0.184358974,0.016410256,0.033333333,0.006153846,0
2042,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.128093285,0.144581697,0.885957822,-0.2729,0.1657,0.697368421,1.259790954,0.982527736,0.944444444,0.909090909,0.666666667,0.5,0.078759331,0.396696531,0.06475253,0.041044088,3.692307692,1.923076923,0.128439794,-0.102243675,-0.178518818,0.008214233,1.085591783,1.021522381,1.010473402,0.19865577,-0.035504961,0.151165019,-0.001054574,-0.027109174,0.037320933,0.028881651,0.00373679,0.131196988,0.012730343,0.072316711,0.659748446,-0.093044905,-0.038792881,0.246153846,0.116666667,0.042820513,0.078717949,0.113846154,0.083589744,0.197179487,0.036923077,0.054102564,0.002051282,0
1073,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0.094660211,0.131108091,0.722001293,-0.2074,0.1676,0.723684211,1.04031475,0.977002197,0.962962963,0.863636364,0.592592593,0.545454545,0.079224984,0.396700445,0.050602857,0.04282671,3.846153846,2.307692308,0.135810751,-0.094825363,-0.147579048,0.001589078,1.012750046,0.983897041,1.056304772,0.15433015,0.347803689,-0.058586145,-0.288025085,0.120818137,0.955052997,0.051292673,0.013622132,0.053588914,-0.031736007,0.101905966,-0.032453998,0.036982565,-0.096934452,0.13974359,0.20025641,0.012307692,0.117435897,0.140769231,0.114358974,0.11974359,0.096153846,0.031282051,0,0
739,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0.25,0.096136567,0.135592266,0.709012171,-0.2136,0.2041,0.723684211,1.049201328,0.965554836,0.944444444,0.818181818,0.5,0.636363636,0.099103049,0.396780935,0.064324422,0.057568935,5.111111111,2.555555556,0.26357903,-0.097659411,-0.167639583,0.002397722,1.000073704,0.938400516,1.03595984,0.238732096,0.543705544,-0.026021823,-0.280527766,0.020005572,0.259978518,-0.030837377,0.025601367,0.103531003,0.005081907,0.052081659,-0.015762719,0.012418824,-0.03734768,0.121025641,0.254871795,0.075384615,0.107948718,0.076153846,0.078717949,0.156410256,0.058461538,0.039230769,0.007179487,0
2017,0,0.25,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0,0,0.100889103,0.135079,0.74688962,-0.2532,0.1497,0.697368421,1.087129844,0.988055,0.944444444,0.909090909,0.537037037,0.5,0.076494937,0.396790196,0.066051778,0.056076696,3.642857143,2.142857143,0.130005794,-0.0989894,-0.165058307,0.003817053,0.987306848,0.897183472,0.893834511,-0.049703081,-0.402955739,0.55187571,-0.0309785,-0.112899693,0.073901887,0.280268152,-0.201628919,0.231160976,0.048899473,0.188308226,0.753726654,-0.344696634,-0.246805198,0.179230769,0.01974359,0.020512821,0.092307692,0.245128205,0.205641026,0.151025641,0.014358974,0.043333333,0.011025641,0
2649,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0.25,0,0,0,0.098021773,0.128746737,0.761353456,-0.2396,0.1239,0.697368421,1.073557393,1.012339955,0.944444444,0.909090909,0.574074074,0.409090909,0.073683511,0.396820667,0.051484637,0.0457008,3.571428571,1.857142857,0.114619833,-0.096746483,-0.152317461,0.002917506,0.988059008,0.827928753,0.954998496,-0.004650998,-0.409310779,0.259882547,-0.094083244,-0.140397104,0.048485179,0.126486799,-0.277586531,0.304574828,0.060283798,0.200411829,0.381119088,-0.167811743,-0.241861613,0.173846154,0.075128205,0.025641026,0.104615385,0.165897436,0.21025641,0.17025641,0.011794872,0.037179487,0.008717949,0
2246,0,0.25,0.25,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0.102822451,0.130112833,0.79025603,-0.2563,0.1494,0.710526316,1.084486191,0.960522665,0.944444444,0.863636364,0.574074074,0.590909091,0.07465145,0.396913188,0.055594205,0.051842046,3.916666667,2.333333333,0.129197414,-0.097266082,-0.16773204,0.004176778,0.985117147,0.831922553,1.00664906,-0.025418213,-0.353184233,0.315618245,-0.182220435,-0.20527011,0.67353922,0.235227416,-0.02351197,0.333088043,0.095058796,0.381302607,0.624637772,-0.242015063,-0.435487887,0.159487179,0.062051282,0.001538462,0.113333333,0.226923077,0.2,0.116923077,0.068974359,0.024871795,0.008461538,0
2244,0,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.101037217,0.12389147,0.815530052,-0.2464,0.1237,0.710526316,1.034031808,0.872835532,0.925925926,0.818181818,0.537037037,0.590909091,0.072821,0.396991398,0.05515218,0.053009752,3.833333333,2.166666667,0.122711366,-0.091892439,-0.162317336,0.004805457,0.931483923,0.818407391,0.965179245,-0.017891649,-0.319265271,0.307376427,-0.271787239,-0.161276434,0.315395427,0.147040251,-0.025314275,0.296287358,0.072779504,0.327850474,0.658022904,-0.219099012,-0.410194913,0.150769231,0.076410256,0.007948718,0.125128205,0.168717949,0.175384615,0.168974359,0.066410256,0.029487179,0.015641026,0
2474,0.25,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0.109136133,0.147386824,0.740474148,-0.2418,0.221,0.710526316,1.189343648,1.09467804,0.944444444,0.863636364,0.592592593,0.272727273,0.075544771,0.397087291,0.076736828,0.053354106,3.6,2.2,0.112649923,-0.101608983,-0.161699176,0.004534621,1.056148678,1.0271057,0.764766314,-0.093403042,-0.382074489,0.679428017,0.167999459,-0.094857651,0.047271785,0.355571095,0.010207029,0.119843962,0.036739521,0.086120968,0.419681869,-0.395712755,-0.189522218,0.162820513,0.005897436,0.035128205,0.062051282,0.322307692,0.157948718,0.100512821,0.063589744,0.048205128,0.035384615,0
2547,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.12714315,0.147268706,0.86334126,-0.1924,0.1989,0.657894737,1.213296167,0.877864246,0.87037037,0.863636364,0.685185185,0.636363636,0.067560064,0.397106074,0.078221472,0.04046524,3.466666667,1.666666667,0.176481796,-0.094350638,-0.140076046,0.008906191,1.046497413,1.178177952,0.892208084,0.193917925,0.493524666,-0.371713102,-0.062105465,0.103164586,-0.005325037,-0.017112786,-0.189550899,-0.15932457,-0.042125278,-0.054967349,-0.174589807,0.258318098,0.075345852,0.182051282,0.13,0.101794872,0.118205128,0.096153846,0.083589744,0.154102564,0.019487179,0.057435897,0.008461538,0.001025641
117,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0.25,0,0.13005346,0.133253215,0.975987413,-0.184,0.2071,0.789473684,1.150930608,0.703328462,1,0.727272727,0.592592593,0.636363636,0.088421168,0.397200957,0.064247459,0.034741035,4.111111111,2.333333333,0.191354317,-0.084644507,-0.14541931,0.010730405,0.97752884,1.086817403,1.025992161,-0.1717461,0.738386601,0.006338241,-0.172753428,0.572084582,0.046390968,-0.004107945,-0.000104767,-0.248147433,-0.264474881,-0.111542121,-0.0646851,0.042042953,0.418420485,0.118461538,0.049487179,0.222051282,0.16025641,0.07,0.037948718,0.088205128,0.042307692,0.073333333,0.101794872,0
